latency_ms,cdf
3.04467,0.434528
3.04467,0.434562
3.04469,0.434597
3.04469,0.434631
3.0447,0.434666
3.0447,0.4347
3.04471,0.434735
3.04472,0.434769
3.04474,0.434804
3.04474,0.434838
3.04475,0.434873
3.04475,0.434907
3.04475,0.434942
3.04476,0.434976
3.04477,0.435011
3.04478,0.435045
3.0448,0.435079
3.0448,0.435114
3.04481,0.435148
3.04481,0.435183
3.04483,0.435217
3.04483,0.435252
3.04484,0.435286
3.04484,0.435321
3.04485,0.435355
3.04485,0.43539
3.04486,0.435424
3.04486,0.435459
3.04487,0.435493
3.04489,0.435528
3.0449,0.435562
3.0449,0.435597
3.04491,0.435631
3.04491,0.435666
3.04491,0.4357
3.04491,0.435735
3.04491,0.435769
3.04492,0.435804
3.04492,0.435838
3.04492,0.435873
3.04495,0.435907
3.04495,0.435942
3.04496,0.435976
3.04496,0.436011
3.04496,0.436045
3.04497,0.43608
3.04498,0.436114
3.04498,0.436149
3.04498,0.436183
3.04499,0.436218
3.045,0.436252
3.045,0.436287
3.045,0.436321
3.045,0.436355
3.045,0.43639
3.04501,0.436424
3.04503,0.436459
3.04504,0.436493
3.04505,0.436528
3.04505,0.436562
3.04505,0.436597
3.04506,0.436631
3.04506,0.436666
3.04511,0.4367
3.04511,0.436735
3.04513,0.436769
3.04513,0.436804
3.04513,0.436838
3.04514,0.436873
3.04514,0.436907
3.04514,0.436942
3.04515,0.436976
3.04515,0.437011
3.04516,0.437045
3.04516,0.43708
3.04517,0.437114
3.04517,0.437149
3.04518,0.437183
3.04518,0.437218
3.04518,0.437252
3.0452,0.437287
3.04521,0.437321
3.04521,0.437356
3.04522,0.43739
3.04522,0.437425
3.04522,0.437459
3.04524,0.437494
3.04526,0.437528
3.04526,0.437563
3.04531,0.437597
3.04533,0.437631
3.04534,0.437666
3.04535,0.4377
3.04536,0.437735
3.04537,0.437769
3.04538,0.437804
3.0454,0.437838
3.0454,0.437873
3.0454,0.437907
3.0454,0.437942
3.04541,0.437976
3.04542,0.438011
3.04543,0.438045
3.04544,0.43808
3.04545,0.438114
3.04545,0.438149
3.04546,0.438183
3.04547,0.438218
3.04547,0.438252
3.04547,0.438287
3.04548,0.438321
3.04549,0.438356
3.0455,0.43839
3.04551,0.438425
3.04552,0.438459
3.04552,0.438494
3.04553,0.438528
3.04553,0.438563
3.04554,0.438597
3.04554,0.438632
3.04556,0.438666
3.04556,0.438701
3.04557,0.438735
3.04557,0.43877
3.04557,0.438804
3.04558,0.438839
3.04558,0.438873
3.04559,0.438907
3.04559,0.438942
3.0456,0.438976
3.0456,0.439011
3.04561,0.439045
3.04561,0.43908
3.04561,0.439114
3.04562,0.439149
3.04563,0.439183
3.04563,0.439218
3.04563,0.439252
3.04563,0.439287
3.04564,0.439321
3.04565,0.439356
3.04565,0.43939
3.04565,0.439425
3.04566,0.439459
3.04566,0.439494
3.04567,0.439528
3.04569,0.439563
3.04569,0.439597
3.04569,0.439632
3.04571,0.439666
3.04575,0.439701
3.04575,0.439735
3.04575,0.43977
3.04575,0.439804
3.04575,0.439839
3.04577,0.439873
3.04577,0.439908
3.04578,0.439942
3.04579,0.439977
3.04579,0.440011
3.0458,0.440046
3.04581,0.44008
3.04582,0.440114
3.04583,0.440149
3.04584,0.440183
3.04585,0.440218
3.04585,0.440252
3.04586,0.440287
3.04587,0.440321
3.04587,0.440356
3.04588,0.44039
3.04589,0.440425
3.04589,0.440459
3.04589,0.440494
3.0459,0.440528
3.0459,0.440563
3.04591,0.440597
3.04591,0.440632
3.04592,0.440666
3.04593,0.440701
3.04593,0.440735
3.04594,0.44077
3.04594,0.440804
3.04596,0.440839
3.04596,0.440873
3.04597,0.440908
3.04597,0.440942
3.04598,0.440977
3.04599,0.441011
3.04599,0.441046
3.04601,0.44108
3.04602,0.441115
3.04602,0.441149
3.04602,0.441184
3.04603,0.441218
3.04603,0.441253
3.04603,0.441287
3.04604,0.441322
3.04604,0.441356
3.04604,0.44139
3.04605,0.441425
3.04605,0.441459
3.04605,0.441494
3.04606,0.441528
3.04606,0.441563
3.04607,0.441597
3.04609,0.441632
3.04611,0.441666
3.04611,0.441701
3.04612,0.441735
3.04613,0.44177
3.04613,0.441804
3.04613,0.441839
3.04614,0.441873
3.04615,0.441908
3.04616,0.441942
3.04617,0.441977
3.04617,0.442011
3.04617,0.442046
3.04617,0.44208
3.04617,0.442115
3.04618,0.442149
3.04618,0.442184
3.04619,0.442218
3.04619,0.442253
3.0462,0.442287
3.04621,0.442322
3.04622,0.442356
3.04622,0.442391
3.04622,0.442425
3.04622,0.44246
3.04622,0.442494
3.04623,0.442529
3.04624,0.442563
3.04625,0.442598
3.04625,0.442632
3.04625,0.442666
